Genera,MS01_1,MS01_2,MS01_3,MS01_4,MS01_5,MS01_6,MS03_1,MS03_2,MS03_3,MS03_4,MS03_5,MS03_6,MS07_1,MS07_2,MS07_3,MS07_4,MS07_5,MS07_6,MS14_1,MS14_2,MS14_3,MS14_4,MS14_5,MS14_6,MS21_1,MS21_2,MS21_3,MS21_4,MS21_5,MS21_6,MS28_1,MS28_2,MS28_3,MS28_4,MS28_5,MS28_6,MS35_1,MS35_2,MS35_3,MS35_4,MS35_5,MS35_6
UCG-003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42298,0,0,0,16171,0,0,0,0,0,10956,0,0,0,0,0,0
Bacillaceae_genus,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,0,5412,0,0,0,0,0,0,51398,0,10488,0,0,0,0
TK10_genus,159,3843,0,1308,0,0,0,2744,946,618,0,753,691,1825,0,705,0,0,2442,0,35497,0,1994,0,0,0,3038,0,0,10004,0,0,0,0,0,0,0,0,0,0,0,0
Roseomonas,0,0,0,62,161,93,0,0,0,0,0,236,182,0,0,0,0,0,0,29466,30712,0,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methyloligellaceae_genus,0,0,0,2595,0,0,0,2351,0,1623,0,755,2723,0,0,0,0,1337,1070,7515,0,0,8006,0,0,0,0,0,0,0,0,32359,0,0,3739,0,0,0,0,0,0,0
Aliihoeflea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60883,0,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62004,0,0,0
Ignatzschineria,232,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13427,13883,33640,0,0
Geminicoccaceae_genus,0,674,0,127,0,0,0,718,307,0,0,236,0,0,463,77,0,0,0,36695,9102,0,1092,0,0,2820,0,0,0,0,1086,0,0,0,0,2480,0,0,0,0,5000,0
MB-A2-108_genus,180,0,0,1270,0,106,528,1711,4199,175,0,1026,0,0,959,0,0,0,0,0,29153,0,2766,0,0,0,0,0,0,0,0,0,5794,2529,2422,7551,0,0,0,0,0,0
Zag_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49501,0,0,0,0,0,0,0,0,0,0,10133,0,0,0,0,0
Serratia,3276,1487,0,3443,29637,8746,0,1154,2579,4481,813,470,0,0,0,0,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elusimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22845,34324,0
Quinella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19542,0,5628,0,0,5687,0,16330,0,0,0,9621
Actinomarinales_genus,0,2791,0,1450,417,603,1452,1489,795,701,130,1923,2038,4993,1439,0,0,1213,2425,0,18863,507,2766,0,0,0,5496,0,0,0,0,0,0,0,0,4531,0,0,0,0,0,0
Anaerosalibacter,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,0,52973,0
Parabacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rikenellaceae_RC9_gut_group,0,399,0,0,159,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6355,0,0,21848,1642,0,0,15920,0,0,0,8182
Erysipelotrichaceae_genus,129,0,0,0,199,0,0,7207,284,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,45083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67_14_genus,348,2694,3059,2036,0,2326,0,1828,8593,0,0,1649,0,3464,1620,616,0,1337,2340,0,0,0,0,0,0,7520,0,0,0,0,8447,0,0,0,5550,0,0,0,0,0,0,0
Subgroup_2_genus,1015,8173,0,988,4691,3386,0,0,0,6568,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16763,0,0,0,10856,0,0,0,0,0,0,0,0,0
Bacillus,201,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,1841,0,0,0,2111,0,0,0,0,0,48155,0,0,0,0,0,0
Bryobacter,1691,5230,5610,3706,782,451,0,5578,1192,2626,554,2515,2644,0,0,897,0,2596,0,0,0,475,0,0,0,0,0,0,0,6989,0,0,0,0,0,0,8839,0,0,0,0,0
Kribbella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8075,0,2669,0,0,29138,10993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aerococcus,0,0,0,0,0,0,769,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,10628,38573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogenoanaerobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14919,0,0,0,0,0,0,0,0,0,35146,0,0
Aureimonas,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Eubacterium]_coprostanoligenes_group_genus,232,0,0,170,268,0,0,1393,410,225,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,13264,0,0,0,22535,0,0,0,0,0,0,8914,0,0,0,0,0
Paeniglutamicibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47074,0,0,0,0,0,0,0
Albibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46632,0,0,0
Rhodospirillales_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33478,0,0,0,7308,2865,0,0,0,0,0,0,0,0,0,0,0
Pseudogracilibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,14766,0,3660,0,0,18521,4168,0,0
UCG-009,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40814,0,0,0
Caldilineaceae_genus,522,1010,0,1563,0,116,0,522,307,169,0,354,0,533,0,0,0,0,0,32588,0,0,0,0,0,2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subgroup_25_genus,0,4250,0,494,782,0,0,507,1490,0,0,457,3231,0,0,0,0,0,2920,0,19665,0,3533,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WN-HWB-116_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39897,0,0,0,0,0,0
Nonomuraea,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7938,0,0,0,18878,0,0,11622,0
Agathobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28616,0,0,9832,0,0,0,0,0,0,0,0,0,0,0,0,0
MND1,93,0,1088,407,358,310,475,697,1146,902,0,440,887,497,926,0,0,0,624,17380,0,0,2135,0,0,0,0,0,0,0,0,0,4405,0,0,0,4779,0,0,0,0,0
Lysobacter,0,0,0,363,1150,0,0,1368,731,0,0,0,0,0,0,0,0,0,0,0,0,0,4159,0,0,8206,0,0,0,0,0,0,0,21539,0,0,0,0,0,0,0,0
Neobacillus,0,1485,0,0,1010,0,0,1186,1393,0,0,1680,2786,1175,2251,0,0,867,0,0,0,0,2580,0,0,0,0,0,0,0,0,20985,0,0,0,0,0,0,0,0,0,0
AKYG587,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Variovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15558,0,0,0,10398,0,0,0,0,0,0,0,0,0,0,0,0,0,10226,0,0,0,0,0
S085_genus,0,769,0,232,245,531,0,358,2102,926,261,215,967,852,1585,281,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,7542,10257,1600,0,0,0,0,6305,0,0
Izemoplasmatales_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomonas,345,610,0,1151,364,859,1498,591,1807,1377,645,1278,685,0,0,418,0,0,0,0,0,0,0,0,2391,0,0,0,0,0,0,0,19433,0,0,0,0,0,0,0,0,0
S0134_terrestrial_group_genus,0,0,931,232,368,212,0,0,280,0,0,0,0,1095,0,141,0,0,0,22258,0,670,1662,0,0,0,0,0,0,0,0,0,5106,0,0,0,0,0,0,0,0,0
Agrococcus,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,29478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidiferrimicrobium,0,674,0,0,0,0,0,0,768,1014,286,236,0,533,0,0,0,0,0,0,3969,0,0,0,2642,0,0,0,0,0,0,20224,0,0,0,0,0,0,0,0,0,0
Skermanella,0,469,0,0,448,736,0,1263,1023,507,0,1060,958,488,1118,0,0,278,780,0,10310,489,0,1134,0,0,1832,0,0,0,0,0,0,0,0,2429,0,0,0,0,0,4609
Dubosiella,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20068,0,0,0,0,0,0,0,9569,0,0,0
A4b_genus,0,1635,0,1151,0,106,0,523,1035,1235,0,0,1009,1979,0,528,826,0,0,0,0,0,1662,1302,0,0,0,0,0,0,0,0,14570,0,1067,0,0,0,0,0,0,0
Pirellulaceae_genus,0,3033,0,1605,725,419,0,0,2212,305,514,1274,0,1680,625,0,0,0,0,0,10850,0,1749,0,0,0,0,0,0,0,0,0,0,0,3158,0,0,0,0,0,0,0
Gitt-GS-136_genus,0,0,0,465,0,0,0,0,561,0,0,430,0,852,528,0,0,0,0,0,0,0,2437,0,0,0,0,0,0,0,0,18470,0,0,0,0,4157,0,0,0,0,0
Mycetocola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,11969,0,0,9086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0319-7L14_genus,0,349,0,735,417,387,0,328,0,0,0,732,0,0,0,97,0,0,0,0,0,0,1885,0,0,0,7945,0,0,0,0,0,5794,8768,0,0,0,0,0,0,0,0
Peptococcaceae_genus,0,0,0,0,0,0,0,258,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24911,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtrichales_genus,348,0,0,0,0,0,0,522,614,0,0,0,0,0,0,154,0,0,0,16157,0,0,0,0,0,0,0,0,0,0,0,0,8259,0,0,0,0,0,0,0,0,0
Cellulosimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8177,0,0,0,0,0,17026,0,0,0,0,0,0,0,0
Planctomycetales_genus,0,0,0,764,1208,582,0,0,485,0,0,943,0,932,347,1078,0,0,0,16157,0,0,970,0,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subgroup_5_genus,0,653,2970,741,0,0,0,507,1192,0,0,686,1469,1035,0,0,0,0,0,0,15680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcaceae_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20888,0,0,0,0,3540,0,0,0,0,0,0,0,0,0,0,0
Lachnospiraceae_UCG-006,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctopirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subgroup_7_genus,0,154,0,2223,0,904,989,1521,0,0,0,1144,0,2328,0,299,0,0,0,0,0,0,0,0,0,0,0,0,13468,0,0,0,0,0,0,0,0,0,0,0,0,0
Desertimonas,0,1010,0,382,0,0,0,0,920,676,0,0,0,0,0,0,0,0,668,0,14234,0,0,0,0,0,0,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCG-010_genus,662,0,0,424,99,215,0,0,0,313,0,236,0,0,0,0,0,1672,0,0,0,0,0,0,0,14203,0,0,0,0,1162,0,0,0,0,0,0,0,3503,0,0,0
Haliangiaceae_genus,0,0,1528,632,1006,87,0,1076,3765,0,0,176,0,0,0,0,0,0,0,0,0,549,1363,0,0,0,4984,0,0,0,0,0,4188,0,3064,0,0,0,0,0,0,0
Rokubacteriales_genus,0,461,0,348,0,212,465,0,1401,0,0,323,691,1095,528,422,0,0,0,0,0,893,2880,0,0,0,0,0,0,0,0,0,12416,0,0,0,0,0,0,0,0,0
Carnobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Promicromonospora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17099,4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moheibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19856,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harryflintia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4731,0,0,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NK4A214_group,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,1213,1828,0,9086,0,0,7794,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Saccharimonas,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opitutus,0,0,0,636,1790,1939,0,0,0,1128,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13765,0,0,0,0,0,0,0,0,0
Christensenellaceae_R-7_group,202,0,0,0,0,117,0,174,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8489,0,0,0,0,0,0,0,0,0,0,0,0,10351,0,0,0
UCG-008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,16498,0,0,0,0,0,0,0,0,0,0,0,2240,0,0,0,0,0,0,0
Chryseolinea,0,0,0,1528,0,814,0,522,1534,0,0,1060,0,0,0,0,0,668,0,0,6022,0,1820,0,0,0,0,0,0,0,0,0,0,5538,0,0,0,0,0,0,0,0
Entotheonellaceae_genus,0,461,0,232,0,424,0,0,561,154,0,645,0,0,317,0,0,0,0,0,3625,447,0,0,0,0,0,0,0,0,0,12313,0,0,0,0,0,0,0,0,0,0
Jeotgalibaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18919,0,0,0,0,0
Allobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13230,0,0,0,0,0,0,4954,0,0,0,0
Ilumatobacter,0,0,0,636,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,2184,0,0,3760,0,0,0,0,0,0,0,11231,0,0,0,0,0,0,0,0
CAG-196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18393,0,0,0,0
Vermiphilaceae_genus,0,0,0,348,0,0,0,0,841,0,0,0,0,1338,0,0,0,0,0,0,14874,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotellaceae_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4590,0,0,0,0,3114,1945,0,0,1931,6295,0
Subgroup_17_genus,0,2616,0,0,0,903,0,0,894,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10856,0,0,0,0,0,0,0,0,0
Ardenticatenales_genus,0,1691,0,698,0,399,0,746,1332,618,0,0,967,1066,0,0,0,0,0,0,0,670,2079,0,0,0,0,0,0,4114,0,0,0,0,3068,0,0,0,0,0,0,0
Terriglobales_genus,1015,2943,0,3211,1303,1355,0,0,0,7552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puia,0,0,0,0,276,398,0,0,0,1158,0,403,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13795,0,0,0,0
Actinoplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16801
Acetatifactor,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16045,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0
Anaerolineaceae_genus,1161,0,2039,509,537,155,509,348,205,0,0,628,1412,0,1080,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7385,0,0,0,0,0,0,0,0
NB1-j_genus,0,378,0,0,0,392,0,0,0,143,0,100,894,1237,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12313,0,0,0,0,0,0,0,0,0,0
Cutibacterium,1056,0,0,1079,1139,1127,0,2216,744,1435,346,428,1650,0,0,0,0,4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKYG1722_genus,0,0,0,509,0,931,1091,0,460,0,0,354,1697,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,5538,3068,0,0,0,0,0,0,0
Taibaiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidales_RF16_group_genus,103,0,0,0,0,0,0,0,363,600,338,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,0,0,894,0,0,0,0,0,0,10659
BD2-11_terrestrial_group_genus,0,0,0,116,0,531,0,0,0,0,261,0,0,0,0,0,0,0,0,0,7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655,0,0,0,0,0,0
Georgenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corticibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subgroup_13_genus,0,5230,0,1483,1825,0,0,0,0,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrosospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14397,0,0,0,0,0,0,0,0,0,0,0,0
Terrimonas,597,807,0,610,0,0,0,0,526,1158,0,323,0,1369,0,0,0,0,0,0,0,0,0,3306,0,0,0,0,0,0,0,0,5657,0,0,0,0,0,0,0,0,0
Prevotellaceae_UCG-003,267,0,0,0,0,0,0,0,0,345,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,0,0,0,2853,0,2906,4904,0,0,0,0,0,0
JG30-KF-CM66_genus,0,615,0,0,368,0,0,238,0,0,652,0,691,0,0,0,0,0,0,0,3625,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6911,0
Paludicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3692,0,0,0,0,0,9980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bordetella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11_24_genus,0,0,0,494,521,902,0,0,3119,0,0,0,1469,0,0,0,0,0,0,0,0,0,1884,0,0,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saccharimonadales_genus,0,0,0,465,537,930,0,0,2148,4183,0,686,0,0,0,0,0,0,0,0,0,0,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardenticatenaceae_genus,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12313,0,0,0,0,0,0,0,0,0,0
TRA3-20_genus,0,359,0,746,0,0,0,975,573,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3411,0,0,0,0,6284,0,0,0,0,0,0
Steroidobacteraceae_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11182,0,0,0,0,0,0,0,0,0
Thermoactinomyces,0,151,0,76,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,12235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YC-ZSS-LKJ147,0,0,0,0,0,0,0,0,1838,0,0,0,544,0,416,0,0,0,0,0,7212,0,0,0,0,0,0,0,0,0,2601,0,0,0,0,0,0,0,0,0,0,0
Sporocytophaga,0,0,0,0,0,0,0,0,238,0,0,79,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10490,0,0,0
Blautia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956,0,0,0,0,7021,0,0,0,0,0,0,0,0,0,0,0
Solirubrobacteraceae_genus,0,0,0,0,268,0,0,0,1842,1353,0,0,0,2931,0,0,0,0,0,0,0,0,0,5484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicingus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11690,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Soleaferrea,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudolabrys,0,0,0,0,0,1615,0,0,1535,0,0,0,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6275,0,0,0,0,0,0,0,0,0,0,0
Ferruginibacter,716,0,0,1568,0,398,0,0,4205,348,0,1110,0,0,0,0,0,0,0,0,0,837,0,0,0,1180,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0
Noviherbaspirillum,0,0,0,0,1252,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,9489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rs-E47_termite_group_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,0,0,0,8096,0,0
Sandaracinaceae_genus,0,0,0,95,0,763,0,0,1265,0,0,0,0,0,0,0,0,0,0,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,4149,1751,0,0,0,0,0,0,0
Anaerotruncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulicella,1628,0,0,713,752,698,0,4394,287,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defluviicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10650,0,0,0
Psychroglaciecola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,0,0,0,0,0,0,8443,0,0,0,0,0,0,0,0,0,0,0,0
Thermoactinomycetaceae_genus,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,66,0,0,251,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9424
Rhodoplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10447,0,0,0,0,0,0,0,0
Nordella,324,0,1423,828,0,0,0,0,0,0,0,877,985,867,0,0,0,0,0,0,0,0,0,2551,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,0,0,0,0
Eremiobacteria_genus,477,0,0,0,0,0,0,0,982,2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655,0,0,0,0,0,0
Ohtaekwangia,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8259,0,1752,0,0,0,0,0,0,0
Gemmatimonas,0,0,0,0,0,837,0,0,1654,405,0,141,0,0,0,0,0,0,0,0,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azospirillales_genus,0,515,0,311,0,284,0,479,376,0,0,360,1203,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912,0,0,0,2055,0,0,0,0,0,0,0
Alkalihalophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9956,0
ADurb.Bin063-1,0,0,0,0,0,0,0,279,821,0,0,126,0,0,0,0,0,0,0,0,8636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC-I-84_genus,0,650,0,203,311,186,0,0,0,451,0,126,0,0,0,246,0,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4405,0,1353,0,0,0,0,0,0,0
