Genera,GS01_1,GS01_2,GS01_3,GS01_4,GS01_5,GS01_6,GS03_1,GS03_2,GS03_3,GS03_4,GS03_5,GS03_6,GS07_1,GS07_2,GS07_3,GS07_4,GS07_5,GS07_6,GS14_1,GS14_2,GS14_3,GS14_4,GS14_5,GS14_6,GS21_1,GS21_2,GS21_3,GS21_4,GS21_5,GS21_6,GS28_1,GS28_2,GS28_3,GS28_4,GS28_5,GS28_6,GS35_1,GS35_2,GS35_3,GS35_4,GS35_5,GS35_6
A4b_genus,981328,1063879,1631104,1942858,1086082,1275899,1045535,1375094,1141751,995642,1147297,1249048,1168761,1308801,933104,1159030,1956902,1942868,1112559,476975,949524,814306,428645,370867,56009,18494,499095,365833,597014,403331,0,863979,0,60787,21231,129134,32353,128731,749026,25306,25141,3647
Methyloligellaceae_genus,1025935,1439130,1580371,1305659,1009813,958902,1039012,1220383,498083,939500,1269649,629108,917639,1103368,713079,767346,1045668,1194559,486393,351966,1160093,872857,216877,227882,241742,252725,3134943,832453,1392729,299610,0,0,155108,266249,184183,1055162,113365,264490,365198,53739,202833,15044
TRA3-20_genus,855346,940401,1612373,1246678,1104732,1072129,1043390,1244503,1165089,817563,1192958,1319400,1208450,1589002,893732,949578,1707803,1077441,1051518,467601,998918,1252771,323770,526575,55754,27463,1494792,673807,547238,623624,379338,342068,0,0,70892,39862,23618,86258,303740,30901,0,4604
Albibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60073,0,0,2165508,0,0,0,0,0,0,0,0,0,307331,0,0,0,0,0,33667,0,26039962,0,0,49113,0
RB41,1094888,1072204,1366754,1463275,804925,780679,1444075,1856985,2245739,1220726,1114992,824697,1194045,960646,454895,792754,1605376,1323028,817477,0,682540,731348,839090,487487,0,0,1996809,0,0,714048,0,0,0,0,79287,0,240764,0,269649,0,0,0
0319-7L14_genus,666436,884880,1215123,979349,827763,1420543,871721,1152916,885243,764037,998561,931370,1152010,1428893,940343,932736,1295515,1084098,911110,751071,680190,1910190,225707,381475,76029,122329,281896,1004488,652613,474146,0,986040,0,0,31510,102786,70027,113852,213630,27844,0,10602
Pseudogracilibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511,0,0,0,0,0,0,906105,88401,1489361,0,3798586,357169,0,1186762,2087771,2466800,700886,1204335,10046108,212288,1017275,154213,1681699,12564
Enteractinococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289118,17594500,2219171,467057,0,78073,519263,0,3761726,0,1021797,553395,336439
Flavisolibacter,795999,678962,1039535,1001504,859637,1312110,1105961,866061,2574180,736133,680849,2194322,839041,1286913,1316695,802288,697587,1411983,886970,0,1513921,526418,355097,609172,101752,0,0,0,0,170043,0,1155038,0,91181,26932,0,0,113518,163986,0,37769,0
Opitutus,917438,1003912,1075890,997521,1022173,1127185,1150379,972263,1536202,481257,740521,1725873,924952,1108324,1329554,984173,964136,800742,1427028,0,938707,1078118,627536,352042,151002,0,0,824458,0,0,612533,691893,0,0,50679,0,0,0,120649,0,18652,8673
Lederbergia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,192443,986455,0,0,0,424488,88401,4822515,2109220,746889,1229979,1033553,4003489,203912,411517,175334,636838,943097,641628,6138715,317357,286392,63124
P2-11E_genus,948009,1197228,1355038,1096016,1090733,994162,799859,1377444,184436,1065914,1174399,593801,616742,1162129,626163,744775,1799472,893481,241670,465588,947674,518681,246518,0,300414,32760,2642386,459753,1129134,0,173740,0,0,0,18248,186300,24265,36343,228010,0,0,0
Subgroup_25_genus,1097579,978933,1226443,1435076,1238281,950393,1059787,1273075,332872,826277,1237463,938623,1267982,822825,645089,904188,1509949,883150,352471,1247412,959610,954235,245204,53905,46012,0,656266,464116,264914,0,369409,422237,0,0,0,145127,51592,0,81755,0,31916,0
Brucella,0,15586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632511,414539,0,0,362100,4883184,0,0,1913324,0,706095,0,1861992,0,0,38806,475995,3340419,1845581,723404,996418,6699770,33353
Variovorax,330558,479543,443508,365679,320192,404441,589703,293016,304634,223644,272557,334545,578456,1050572,486746,551202,1500405,431536,717583,1917444,2523337,179630,812572,648554,260788,0,4866230,1947146,0,1229972,0,0,0,0,211391,390621,0,0,274363,0,0,0
Massilia,233551,72027,109536,81794,207422,261629,493546,102122,600861,546535,276522,274238,2352696,3491445,901085,713844,4850662,792103,611351,908832,6125069,64270,65750,402773,11790,0,0,0,0,51093,0,0,0,0,0,0,19332,0,0,0,0,0
S0134_terrestrial_group_genus,766189,954963,1765356,1211364,1042423,982834,980768,1472128,915379,1050855,1477916,1403605,741050,1470990,463762,819872,1488105,878590,226901,93953,638315,458624,221126,50705,43280,0,1332485,0,482802,0,572553,198586,17321,0,42050,51393,16176,0,115353,0,0,0
Peribacillus,365193,1352302,184116,188352,777600,186383,201528,176993,92289,257696,189239,99497,377047,486161,247667,126278,341420,151368,377126,2302788,1180255,1826421,821640,57297,124020,48928,6253605,545985,711498,586856,0,3089243,0,0,27269,246341,0,0,136429,0,0,0
Croceibacterium,910935,712760,1399168,1190462,960753,918178,984122,750360,2278024,842938,789724,1337998,807155,1288095,973977,724095,1110773,1253425,888793,0,1145929,736186,358336,211927,17828,0,83871,561968,0,200006,0,0,0,0,130318,0,151901,110940,112518,0,0,0
Bacillaceae_genus,0,0,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,114161,101414,0,0,0,582495,139731,2892653,766969,5543045,605539,206374,2092217,1566786,3547679,297934,1400267,2056204,237699,986998,36811,379648,96399
Gitt-GS-136_genus,380721,538830,620325,332499,356676,522953,237993,349665,202128,259075,324612,295902,282591,420943,193658,211939,563826,432914,398457,422787,409475,419312,176689,163137,608464,385724,5326176,711618,1876699,566424,572553,2189608,265597,269490,68233,626352,236580,218992,133568,78216,229948,0
Acinetobacter,0,7678,0,1874,0,1386,0,83639,0,47082,47527,49609,49301,2958797,3482,3624714,591789,38250,0,6706887,6291,0,4278761,0,50353,0,60797,92010,2712556,21148,0,0,594516,0,0,0,5817,0,0,77487,723311,0
Verticiella,0,0,0,0,0,0,0,0,0,0,0,0,113955,397292,103916,59311,145575,191013,289481,4022019,6316389,0,168513,640808,0,0,5804810,525318,0,0,2218483,1663624,62840,0,0,0,0,0,0,0,0,0
Citricoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260634,61379,439469,0,381920,375308,7109881,1378083,2622499,2418236,0,2197113,221985,584268,736729,572718,1473150,304762,338803,890618,101183,26927
Enterococcus,20873,0,14389,213591,363402,14475,0,15574,16413,5810,48079,0,36865,0,82339,16780,0,6262,59967,340059,2396901,0,10508572,297208,0,0,189833,632327,506317,201047,724501,284430,0,0,0,533884,0,0,73867,83065,4163571,2633
Terrimonas,750894,600653,1249818,1121830,883433,613506,1036028,1084944,1187439,779313,900508,1312360,691887,996893,582012,707883,1388174,810117,638128,203564,424308,364032,199172,387728,0,0,492624,344815,393250,282632,601181,0,0,158047,75573,0,48529,55563,97140,12077,0,3564
Thermoleophilia_genus,492691,493949,718331,717799,399279,544906,506454,584220,538943,594733,671124,595481,435924,734283,334241,535630,598959,634772,216515,0,737819,539259,173779,188292,0,222176,2666720,1180214,0,0,1924074,638236,96943,0,224146,1477226,274555,274490,193531,0,285365,0
Armatimonadota_genus,549256,608533,1149476,1054812,696439,668888,577530,955275,716522,693596,888130,714750,637565,1103105,518586,795758,1326212,1145654,446452,553370,595707,434038,217665,73627,100358,109006,1220015,624253,528669,191493,0,0,0,99843,69502,74740,44283,125381,457217,9969,32872,2661
Skermanella,513500,483594,751668,949800,504053,798865,1004782,620519,1507020,630379,663251,1221070,561804,823906,821903,581097,518076,857728,650823,393985,808003,569452,54837,273010,37170,49951,348281,671238,0,631249,851782,434904,45691,0,19113,246498,58306,95238,181466,52340,123925,0
Saprospiraceae_genus,1057799,344390,1032422,1124836,744247,711930,727679,789449,2719338,854384,919360,1382274,553661,849827,547186,824969,1014250,697417,891815,237763,322622,583194,219298,287086,49064,0,160964,154968,211467,269107,0,0,0,0,68844,0,0,0,27331,8446,0,0
Steroidobacteraceae_genus,859665,733698,1126204,971935,812507,561784,694530,753721,821919,872342,612727,687430,446429,763857,324142,390648,1016695,436768,308370,0,462877,510562,329023,0,284349,124974,3280849,436014,528668,435520,0,0,0,0,149431,0,225844,0,317628,0,65046,10408
Acidibacter,729834,745448,1516273,1044828,826618,469616,740348,763420,429107,520403,745905,913920,665265,753948,655446,729947,1317989,515652,609383,161072,726640,782094,131651,192023,39282,42079,1599957,799915,0,142503,0,464685,0,0,33961,0,0,67718,145048,19084,0,0
Parviterribacter,336471,409782,590937,537313,360921,931888,617087,441391,1040315,386018,311441,785509,485819,883843,570531,492338,123887,957397,743587,0,764501,252292,271096,357272,0,124974,0,1006859,1557582,2233521,0,0,0,0,109467,1440296,292268,256123,243761,41984,65046,5322
Phenylobacterium,541682,658883,1120853,895175,565791,511150,813767,486133,1254011,559271,550101,1186584,737920,1091706,582648,505427,823185,809476,675788,354358,940835,475887,271096,555220,103146,0,0,886036,0,1191324,0,0,0,0,199820,225101,0,0,134438,68854,0,0
Mesorhizobium,368633,414515,674338,579756,297131,165518,423928,452994,223409,437367,258849,282363,593818,326570,335140,268306,840674,376485,237617,0,1113690,173861,146538,101779,66303,588743,5220040,1781960,0,1672645,0,0,0,0,43205,0,0,259240,1006986,0,35160,0
Nordella,578270,797579,961493,763732,655666,486703,683810,919240,275247,575388,606586,428486,466582,798598,512879,553520,1162916,826677,400784,734768,202881,580607,189676,264979,132255,88268,2371398,670289,647781,0,259426,0,52931,0,77585,174225,90625,164215,476184,0,25374,0
Kribbella,240337,233372,293863,370829,351331,242315,219422,302004,430920,397164,232312,225933,387780,442767,396847,342824,855437,545086,281032,943050,925754,857911,280364,201569,101752,646857,4935700,1440246,0,693950,0,0,0,0,0,296324,0,158164,538490,0,43014,0
Phyllobacterium,81345,109105,90996,97850,223468,18485,123745,124186,31703,118541,68269,49623,183532,92947,186811,78533,432411,158401,56862,4716395,1602474,147071,262600,780527,0,256120,3949934,2223261,0,1005480,641358,0,25289,0,62552,451961,29522,44898,208797,0,0,0
Ellin6067,672105,532549,1296248,914444,680853,874904,700023,589996,1367313,578457,625352,1322452,508393,1076969,666063,630878,950680,495722,989006,0,580618,554850,256816,217617,70037,0,645661,594325,0,0,0,0,37373,0,57348,0,0,66352,95335,17372,0,0
SC-I-84_genus,549471,383911,1035578,823880,534565,421971,650321,520462,924201,606219,510702,760847,492682,875020,463359,489998,748319,408234,605803,334087,560248,331606,237884,251056,128608,39189,1717900,699957,448705,641247,0,519626,74286,140816,172367,50179,107460,149116,196190,17018,17346,0
Pseudonocardia,241747,258575,393226,435064,282728,388276,374550,282368,734522,270925,300416,521796,336633,735967,421210,429709,152165,416337,759415,245023,542073,530466,270750,261405,84710,0,1067991,654954,836988,1043828,759644,2664908,64039,0,94079,739876,47708,202391,148958,94173,164809,1841
Nakamurella,448275,561619,673651,388739,278973,642797,614627,243091,900822,221278,422477,641064,383053,763555,790463,701959,813766,362534,1137248,459980,1386078,572499,147365,447073,64676,58784,0,306085,702618,708355,0,1208695,0,0,92439,663346,0,87347,75639,37618,119461,0
Acidiferrimicrobium,496461,578701,857654,783748,575000,888177,519111,767379,373372,486901,582419,733204,542720,692877,441303,485794,612079,708149,561090,301776,69606,894978,136706,65178,43210,35294,1123154,708304,1102814,484664,0,217452,56901,133124,64290,262032,70853,128513,240067,23511,118902,18923
Desertimonas,297648,368125,405198,486488,237998,411092,281500,205638,534246,283181,318635,382685,391719,586413,337774,287448,371662,334855,738120,556686,522042,558390,213170,330718,121266,160846,2918142,840508,1117026,899848,0,1510868,0,0,0,423824,0,53572,192793,0,177304,0
Haliangiaceae_genus,491363,546758,957958,588826,601438,684453,589506,771274,598264,412040,491844,628894,607005,886494,490864,608233,623651,717424,508282,173630,598295,421136,247061,110303,23696,15169,2479308,296069,0,405569,208901,310963,14207,0,38396,98797,0,50065,364080,40833,40341,1993
Planctomycetales_genus,396203,575027,1009402,1086716,585433,668670,601722,609512,890186,449077,662834,935357,515518,540914,650795,594874,577712,752653,788640,159039,724501,334197,110944,316687,51149,39922,803725,448272,201804,254194,278882,319118,48472,66562,56471,0,35006,66326,271832,56259,43714,4435
Geminicoccaceae_genus,366678,267242,462709,461697,266776,288039,298789,343845,263600,303797,223930,302384,270468,351838,200986,209791,471917,364847,158394,269769,456205,180849,101951,141822,167264,248212,3007789,201372,1095112,524488,383453,1585707,48472,148656,72110,1384712,148347,289286,417873,36946,139360,8131
Ohtaekwangia,811599,965369,947427,955930,745377,1037975,1073858,339865,1359102,525837,576759,1625748,522146,548388,784608,805460,744860,506653,879183,0,410674,293544,126280,168980,0,0,0,0,0,0,0,0,0,0,0,0,0,26530,36934,0,0,0
Savagea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15185749,0,13555,0,0,0,0,24715,1226414,0,170533,15988
Stenotrophobacter,617445,225337,496813,914421,589939,639057,701751,755156,2210401,695449,568588,1464047,557504,794931,563718,579658,304177,736145,469254,0,610456,741795,94483,126559,64957,0,0,341712,0,245146,0,0,0,193870,65791,0,0,0,180722,0,0,0
Caldilineaceae_genus,515942,545686,726515,677050,621136,638815,675926,785927,692173,526226,606252,688058,520520,699760,510373,628267,662218,906137,331333,225189,327726,419690,68354,140184,78853,47113,907436,243397,389396,108456,907990,0,0,0,13032,260272,70853,26530,195116,0,48610,0
Cellulosimicrobium,0,0,44963,21437,0,14868,31551,20936,0,0,16362,18390,43476,37179,0,0,0,0,0,134123,0,0,0,0,159830,193247,1692632,268496,0,1334802,3068430,7756733,0,0,232834,1017059,0,76191,159060,0,0,81096
Pedobacter,174258,3255,31827,42053,83055,49688,133446,59105,175067,49289,57182,85401,1094761,646481,846267,65761,2076320,222373,263526,964935,2747644,0,0,857949,0,0,4805831,0,0,49999,0,0,0,0,0,166354,0,36542,0,0,120981,0
Gemmatimonas,350929,325302,804507,793800,404052,565237,404845,483788,1098236,476249,389707,794953,416184,941616,549034,620370,454914,816697,539550,335398,446670,529829,69373,180689,0,0,325784,239067,0,743810,0,1224320,0,316203,44740,0,0,23830,149504,17095,13402,0
OM190_genus,619118,637315,1073522,737389,639238,418769,459595,580810,236611,497758,578037,798250,285836,743929,258753,464656,911541,426412,292328,70986,392370,381017,100888,219353,56884,0,1647173,454654,539907,202718,173740,450853,0,0,27270,34530,44181,63840,152444,18346,17417,0
Chitinophagaceae_genus,403306,387526,565330,584005,635631,674200,492965,439044,1209153,391043,685456,1465611,672100,758161,835494,614442,584513,1033886,996140,203564,316245,263708,80145,420795,0,10303,0,197894,181051,0,0,284340,0,0,11306,38545,0,0,94105,0,0,0
Hyphomicrobiales_genus,440105,474127,784068,752328,482832,522492,491082,531854,734014,480114,520714,502183,398749,707828,478599,509205,485436,730013,294632,187148,370690,358152,189675,117819,0,91497,1328929,412110,547309,498142,0,0,98022,0,72736,156229,71932,127670,206140,0,107515,4016
AKYG587,547432,765828,965381,644698,835848,403612,587249,856913,303630,509856,791702,553865,579242,579135,246710,267176,1308984,361248,252800,228618,105054,438712,164564,74066,69693,0,1700938,388019,300380,143466,0,0,0,0,22707,0,50322,0,84208,0,0,6978
Dongia,531018,605542,905170,618910,549411,421518,591153,559357,469585,576434,446152,428635,556878,455563,358892,468446,987992,558198,251814,369145,546432,465462,352030,251735,74169,54850,1039871,417684,0,335708,0,253906,0,0,49114,23125,32501,118268,327102,10785,26309,8789
AKIW781_genus,328414,409748,496646,787356,473335,617049,426412,585253,1020844,409970,717714,617198,443008,553920,446479,394368,483675,1409071,489324,102160,310869,497279,177553,100147,94784,74373,188204,252853,211467,424335,152196,916284,15174,0,20542,90040,28341,37143,90074,5374,101145,3454
Litchfieldia,0,6065,0,0,0,0,4145,12834,0,0,0,0,0,0,3143,0,0,0,0,0,3572992,0,10697559,0,13435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465861,0
JG30-KF-CM66_genus,404360,441391,667270,403328,392902,373775,346338,429027,162454,355766,439003,263112,470052,454125,213491,325492,672290,548338,278617,255760,653148,321036,105802,318560,183304,90354,1537628,236673,1202218,229819,0,838189,0,0,61886,169436,56618,159818,256862,12475,73456,8695
Sandaracinaceae_genus,451093,852628,452584,568794,538227,725115,844236,312548,1045393,344034,515883,581686,477807,480229,1009182,505686,190201,809517,523129,108039,841897,219066,36448,86578,0,15169,173910,482822,0,402894,235344,0,0,49859,0,0,0,136437,173705,0,9444,1497
AKYG1722_genus,263574,404583,564473,493541,419366,470906,421522,423050,531048,341791,468063,539068,315326,447605,379891,333070,580694,538451,341322,272379,488399,654341,86889,211705,85026,55721,1562114,196994,0,251653,0,1685960,37934,0,26063,0,0,0,143302,40304,37769,5824
Mycobacterium,273221,403268,554216,656334,320171,498221,386182,394418,578772,315608,395443,489001,460914,741782,554937,457080,600726,495777,414179,0,574913,589382,0,0,0,72707,0,274281,0,796326,0,1074640,0,0,90723,1112744,33295,0,154271,0,168975,0
Leucobacter,0,0,0,0,0,0,0,0,0,0,0,0,31950,0,0,0,0,0,0,440090,0,0,0,2155703,328953,0,0,0,0,0,0,5405238,75868,0,155512,4392111,0,165306,0,424038,343766,0
Anaerolineaceae_genus,523811,565079,935651,594017,484134,460519,536774,673251,258318,499156,581134,326929,579482,452905,453057,512809,739228,499275,246404,240811,275329,483061,64878,112653,0,0,274778,206625,0,168333,0,1483570,0,0,22009,50413,23617,35374,391985,8957,21915,0
Oerskovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532219,0,0,328846,0,10968665,64242,0,315863,0,102065,143768,0,21832,101403,37196
Yaniella,0,0,0,0,0,0,0,8139,0,0,0,0,0,0,0,0,49118,0,0,0,156377,0,0,0,0,0,0,0,0,0,11097171,0,158059,0,0,0,0,279923,0,625220,922955,187119
KF-JG30-B3_genus,305465,340068,608632,538125,516878,444277,400601,501833,330197,370297,495327,446299,658511,392462,198884,456904,1017105,320445,285311,252989,464626,535939,78804,185032,72170,0,1541965,221327,395325,205592,0,0,0,0,0,0,62941,0,185230,17902,0,0
Facklamia,0,0,0,0,0,0,0,275331,6752,14691,52259,0,0,0,0,20892,422343,28827,16403,266912,334107,33480,259511,2806276,66209,0,576003,1578579,588357,434672,3164994,0,210745,0,0,740812,60889,690817,0,80609,52806,14134
Pseudolabrys,199148,340385,910131,857833,447350,457576,309544,341584,945304,445795,409299,1034745,294117,586413,335249,471194,437594,337525,907512,0,489559,781984,0,0,0,0,0,0,0,586342,0,0,0,0,95566,0,0,176531,153643,0,169960,0
Mycetocola,80112,158415,225884,162854,156341,188869,155296,88909,365949,104019,190702,155584,175070,434318,152815,118470,262450,203049,118099,0,419180,185731,217804,200362,123590,178204,1770944,507807,0,380727,1079499,2959608,0,0,215458,596753,0,0,44813,0,0,9580
Hyphomicrobium,306891,478647,995172,700166,483495,336348,217578,416439,163209,326241,527251,388815,581232,334610,407752,432935,1038605,168884,144343,0,522041,545237,136707,0,161689,135389,1059269,0,0,420268,0,0,0,394935,67765,0,0,0,202395,0,118202,0
C0119_genus,393386,484870,637924,763992,565271,483870,407506,452207,626758,456621,536380,375476,466854,441392,464778,380202,694729,679152,338536,367459,329488,288824,62423,263446,30551,13738,308655,83155,124594,58809,0,379120,0,0,47604,0,72794,0,96465,6135,15011,0
Latescibacterota_genus,463030,522141,764528,443807,294181,156886,449044,637648,103476,428400,490011,340287,350141,415928,136943,301127,1282867,331334,95869,209827,389875,360347,123788,252423,21640,0,1343778,0,0,101368,0,670552,0,91181,15075,34530,48530,36343,178766,0,0,0
Neobacillus,618286,2134470,462233,192523,928891,774614,307553,403981,110716,322349,471562,149132,293032,185434,350872,209853,253243,201371,728439,354047,563495,774953,0,96435,0,0,250722,303880,0,80006,0,0,0,0,0,95799,0,46190,121292,0,0,0
Pararhizobium,292143,182724,240472,181912,171430,152493,254107,254271,215556,277866,115262,115018,315191,229530,155990,151024,639914,139071,199116,928122,654933,94139,208362,329673,83216,124353,3597234,874223,0,173889,0,0,0,0,59648,152237,0,0,93712,0,74901,0
Caulobacteraceae_genus,219801,144955,433033,739064,186563,243015,318120,240915,1029745,235055,312287,391442,308123,1004675,361803,340811,588721,398333,478957,0,220418,65763,213170,168980,0,0,1562113,0,403607,712231,0,0,0,0,109467,0,159419,0,115232,0,0,0
Aridibacter,243209,211304,770163,391750,302164,477537,580018,261465,1274486,140664,244033,1055100,316146,797393,761753,434010,337974,949868,431033,0,630730,178774,0,335148,0,0,0,0,0,422835,0,0,0,0,0,0,0,0,113309,0,0,0
Mitochondria_genus,206408,415375,350451,235877,437297,674883,571833,642361,547413,171638,246930,641786,172673,161276,859571,504330,310898,487692,494326,189992,879340,408940,141774,287696,0,0,624837,307035,0,88214,0,0,0,0,50778,68256,88970,60573,198329,6135,25231,2430
Agrococcus,0,11772,123689,64312,0,75486,17651,3971,128917,19224,102447,30088,26485,349625,96473,0,129689,189609,6729,0,168362,85232,79612,96560,0,521824,1433073,370865,0,1155737,1157438,2519925,231820,0,293738,1756934,172704,62271,0,67174,11478,0
Muribaculaceae_genus,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753717,0,6648539,9237,0,0,0,0,0,0,0,0,0,0,0,0,9037,0,0,0,0,0
Ilumatobacter,191345,294159,338825,306000,192665,238698,234787,133794,241879,118542,156990,287671,267418,456709,179743,213951,288217,160148,424282,0,271462,169191,0,191913,111510,0,2419420,643514,1117026,156753,877724,0,0,230749,68634,0,0,143878,115971,0,0,4317
Georgenia,7216,8597,10826,6993,9074,11288,0,10312,0,16317,0,1628,37375,24187,0,10936,0,0,0,204643,243315,6223,195257,0,212995,417361,6321439,346933,0,0,0,797504,0,0,40999,331302,70787,229650,1077849,64155,201182,13377
SH-PL14,272228,382574,693711,596439,404075,550333,366318,403106,571234,297365,355448,609930,413165,404743,370089,426892,402890,407068,633141,52582,164153,416699,164511,243814,0,20250,0,372976,0,202508,0,0,0,0,19982,149482,86352,39796,126313,43664,16436,0
Acidimicrobiaceae_genus,218233,207077,513850,524862,242733,461650,303199,431799,598723,389351,387074,539651,326513,797733,307110,415962,258014,540742,399130,204613,276102,135114,68354,84490,0,35293,719232,133956,201804,450021,367520,0,0,0,60815,0,0,0,33680,0,27278,4317
Sutterellaceae_genus,189974,172982,405892,465637,395781,346016,279670,225915,485613,251667,244208,679957,291036,546889,425105,299583,439305,189120,599535,0,166125,336169,190308,318648,59472,24686,449537,600496,0,307293,0,664217,0,0,47262,0,0,96005,63821,16122,22941,5015
Blastocatella,119362,93271,232816,364559,358872,448277,301945,365049,1462581,175091,348383,1004088,425777,505344,533323,602140,0,852616,191100,390649,0,162521,112479,35155,0,0,0,260109,0,0,0,806089,0,0,0,0,0,0,0,0,0,0
Solirubrobacteraceae_genus,97983,223595,228025,170115,124666,1623869,56546,107551,257142,95238,286899,337147,306372,306726,311015,201365,47098,256238,439590,205756,165893,561977,252560,241400,0,0,1809413,0,272861,374513,0,0,0,0,0,371065,0,0,104891,60456,54555,5322
Reyranella,174979,221772,315595,337515,273532,188021,145857,117879,240578,135400,199542,266193,243598,227652,171386,247858,191935,186284,201312,137730,283105,322874,70858,62011,163684,82806,1668835,171357,462417,339444,277673,815262,34802,0,24974,328595,111047,101105,112042,10785,156996,0
Dyadobacter,101152,47125,52302,69350,187059,72677,161208,66621,229131,92344,118484,144366,177070,528955,193589,109024,1371975,449248,109351,284793,4233012,23572,55609,402793,0,0,155446,0,0,45513,0,292088,0,0,5461,0,10122,18950,0,0,0,0
Ramlibacter,297648,291892,418224,350602,221435,397830,408112,334413,972994,294496,393252,848853,431839,377984,487392,382594,511930,509369,430114,0,0,248705,193088,0,0,0,0,510142,0,390895,0,0,0,0,22009,0,0,53061,0,0,0,0
Gemmata,229247,264570,503870,433169,324072,356845,286825,271432,458395,219654,241027,426411,137256,215638,385336,355747,260198,373329,312013,0,126217,244879,72292,133897,96642,52458,530871,412315,419903,280180,250201,442811,30347,0,60235,89571,42512,71836,178856,14330,8766,1419
Iamia,132647,181512,369871,189303,181768,332128,107559,123039,129159,97771,127368,211046,245974,292782,166110,220494,332242,263807,343362,321208,204756,244520,135548,0,66906,0,2248371,516562,818584,574479,0,0,0,0,54734,0,0,0,91595,36946,27278,0
FFCH7168,180376,250047,418891,331516,295736,422976,414724,355206,673018,249773,335298,505839,157626,360753,458951,404629,301548,928034,356584,138841,303531,312301,35972,356648,0,8983,0,102345,241401,0,0,0,0,0,15075,290692,16176,12115,101188,13036,20440,0
YC-ZSS-LKJ147,338198,43780,329495,449695,122676,464169,577086,535826,1466653,373113,275178,751430,247404,601602,162654,247788,174731,836225,157151,0,213262,0,104059,78057,28378,0,0,446677,0,0,0,0,0,0,19769,0,53034,0,44232,132740,38950,4178
Alkalihalophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120091,0,0,0,0,318547,31668,673580,0,289760,0,0,1172843,267873,3436023,168799,0,1948799,0,499536,32890,208284,7547
Candidatus_Solibacter,394879,242670,614260,714014,579780,337085,465447,899674,378470,387563,457664,504169,269405,604608,236271,306935,634198,296269,326990,0,135156,63848,56239,0,0,0,0,0,0,0,0,0,0,0,0,109273,0,0,124786,0,0,0
Clostridium,3195,5271,9248,10120,1063,6617,1999,7345,0,927,2666,4272,4981,21725,3900,1535,12902,4735,4668,391485,420180,20049,510507,0,4816,9290,41887,37014,183709,26178,223218,168754,0,0,6180,120100,9889,26236,122962,165717,6531285,1586
Flavitalea,372915,203517,453146,341025,293781,355058,367513,359487,984773,306728,289252,589604,368726,469366,317116,263775,417259,555634,375238,252889,167657,231768,0,142194,42007,6737,0,317229,0,170043,0,0,0,0,16066,0,0,0,49582,0,0,0
Luteimonas,13284,28068,133977,18013,0,6497,32902,40702,51999,36667,9269,0,147788,357217,59862,0,151434,74625,0,1353913,2409798,0,46341,372941,0,0,1083481,134213,1552204,0,851807,0,0,0,0,0,63640,0,0,21117,0,0
PLTA13_genus,240959,261036,422234,316640,205231,182189,276783,285192,99138,162236,246122,143339,266528,329182,117875,145185,373917,236996,100077,165968,220027,131067,65167,22051,89127,61475,1729912,615177,217272,198386,0,199585,18238,94936,31326,168674,17032,69172,187863,19377,55819,2075
SAR202_clade_genus,233838,289990,313828,291291,310500,177804,260445,381096,73452,210498,367505,233522,415291,344163,165071,208260,576916,230816,81888,387294,237316,389284,133311,137785,0,0,496858,160714,298507,143153,0,379120,34643,0,18248,253753,0,93188,307610,0,39283,3942
Atopostipes,0,1574,0,0,1291,0,0,80942,2174,0,6896,0,0,0,0,0,76790,7118,0,56308,90659,0,103839,171663,0,0,289280,164081,738999,130863,3452604,552259,1438532,0,0,679667,69705,134732,41311,105737,237803,33204
Saccharimonadales_genus,251152,357758,466797,320387,285651,282005,409842,486386,447836,192603,338146,373189,265172,281899,437668,454901,621064,366910,369004,96040,202778,298472,84376,72420,14002,28655,0,92806,365995,140701,0,0,37934,0,73319,0,0,0,64781,0,85277,0
Sphingopyxis,718236,69714,359701,38379,164768,43400,57775,183268,104501,62817,192112,155876,443802,83652,100979,29198,318421,92013,65610,1760361,808585,0,57926,55522,800080,0,1187041,393988,0,99984,0,0,134877,0,0,0,0,0,0,0,0,0
Aquicella,386848,458670,619306,390020,411047,306811,304241,574555,258318,229484,349526,231626,143290,181248,79773,246677,434631,248668,118099,128026,345709,215824,77622,63971,0,40501,465748,0,201804,79648,0,511154,0,0,9556,0,53140,0,74606,35266,26386,1774
