,MS01.1.R2,MS01.2.R2,MS01.3.R2,MS01.4.R2,MS01.5.R2,MS01.6.R2,MS03.1.R2,MS03.2.R2,MS03.3.R2,MS03.4.R2,MS03.5.R2,MS03.6.R2,MS07.1.R2,MS07.2.R2,MS07.3.R2,MS07.4.R2,MS07.5.R2,MS07.6.R2,MS14.1.R2,MS14.2.R2,MS14.3.R2,MS14.4.R2,MS14.5.R2,MS14.6.R2,MS21.1.R2,MS21.2.R2,MS21.3.R2,MS21.4.R2,MS21.5.R2,MS21.6.R2,MS28.1.R2,MS28.2.R2,MS28.3.R2,MS28.4.R2,MS28.5.R2,MS28.6.R2,MS35.1.R2,MS35.2.R2,MS35.3.R2,MS35.4.R2,MS35.5.R2,MS35.6.R2
Com_27161_neg,-0.019539375,-0.021199224,-0.019133622,-0.020052188,-0.017724599,-0.022525852,-0.020757195,-0.020306826,-0.021364916,-0.021269777,-0.02122467,-0.020028932,-0.020954547,-0.02191822,-0.020924437,-0.015688298,-0.017296291,-0.020372101,-0.020883624,-0.022305194,-0.019898823,-0.020217815,-0.016891848,-0.01562912,-0.014849246,-0.015489708,-0.006189259,-0.013043731,0.005772054,0.068540061,0.267434079,0.027803039,-0.006065233,0.061967338,0.00535956,-0.003148895,0.008011103,0.009319181,0.018256016,-0.00968809,0.041955431,0.032163792
Com_3169_pos,-0.163079896,-0.164491545,-0.154753884,-0.167781581,-0.161826394,-0.165573567,-0.167277984,-0.159861332,-0.165139072,-0.166171292,-0.158700326,-0.162547149,-0.155708239,-0.158537463,-0.164342262,-0.156766721,-0.15704701,-0.160068814,-0.147863653,-0.14774347,-0.139452538,-0.150142722,-0.139387806,-0.163226455,-0.13811162,-0.077186422,-0.120807525,-0.138022779,-0.144592717,-0.129860688,0.420825152,0.010439516,0.763333068,-0.085662189,-0.105974273,1.086357498,1.373277559,0.385690463,0.696067609,0.084193742,-0.005169108,-0.077306113
Com_391_neg,-0.672512356,-0.67945137,-0.677232754,-0.676667781,-0.676082482,-0.679141628,-0.674907049,-0.677143503,-0.675343531,-0.67911184,-0.664366568,-0.677334904,-0.629279117,-0.659042019,-0.580850478,-0.620426128,-0.618125868,-0.644756422,0.725897648,-0.192323647,-0.265097777,1.038777967,0.318402007,0.103611169,0.257838712,0.965985031,1.556630618,0.085009835,-0.262045006,-0.179154988,0.70196582,0.355536594,0.291069116,0.571216769,0.39613948,0.208357958,1.090618903,1.577430262,1.375175306,0.109591432,-0.602187946,1.633330542
Com_29202_pos,-0.057472403,-0.059628201,-0.062838408,-0.057294816,-0.047088949,-0.058024089,-0.074243762,-0.060093399,-0.055627665,-0.067561519,-0.066806609,-0.050526581,-0.062277623,-0.064505304,-0.064236293,-0.060423553,-0.058381764,-0.057601901,-0.069209895,-0.073582959,-0.046743523,-0.07436791,-0.063932366,-0.037575153,0.031078647,0.132290789,-0.038866718,0.186048328,0.22613307,0.063379322,0.03491643,0.012643539,0.056798656,0.059151113,0.029270597,0.245242458,0.091134745,0.026960866,-0.035098957,0.111758456,0.008887811,0.208315494
Com_57_pos,-1.093592878,-1.092011822,-1.093479329,-1.095957785,-1.09535803,-1.095347252,-1.08412844,-1.087071314,-1.093341639,-1.086488891,-1.094546491,-1.091291612,-1.048806124,-1.065180901,-1.011501522,-1.088041894,-1.085936168,-1.087511486,-0.970865701,-1.078173245,-0.924013052,-1.021432148,-1.016238787,-0.97050548,-0.92636698,3.653864164,0.870007688,-0.966618472,3.937163915,8.758349372,0.95625875,0.110997244,-0.47233195,1.12922208,-0.994732656,-0.704324892,-0.716333204,-0.161694067,4.009079677,0.207568613,-0.603803867,7.384516577
Com_3285_neg,-0.155795996,-0.173866981,-0.120379413,-0.165023273,-0.110339735,-0.166082261,-0.207077969,-0.126654791,-0.167290019,-0.191003695,-0.159098841,-0.168943114,-0.186518212,-0.165645357,-0.180586201,-0.151790905,-0.134130384,-0.148294238,-0.138923118,-0.151770633,-0.101454756,-0.125708345,-0.096365651,0.134850525,0.121940899,0.202850288,-0.147409825,0.485909756,0.133002206,0.092188059,0.145732962,0.070044225,0.277609232,0.159159875,0.416380691,0.160739819,0.521816231,0.055737229,0.217198674,0.104303505,-0.008476525,0.349166059
Com_94569_pos,-0.010465219,-0.012281655,-0.013288331,-0.012386656,-0.014575985,-0.017219071,-0.009850023,-0.014700249,-0.01511597,-0.015488028,-0.016633347,-0.013729958,-0.011972305,-0.013506125,-0.008597569,-0.015995809,-0.003083412,-0.016336859,-0.01102402,-0.019579076,-0.003747816,-0.014114809,-0.014828272,8.62E-05,0.006909086,0.040997389,0.010877818,0.006991807,0.044566092,0.012551489,0.016674156,0.016607671,0.006845066,0.005209976,-0.009110508,0.017853786,0.017647668,0.017105379,0.022742116,0.036653541,0.005464381,0.021847499
Com_1873_neg,-0.150937551,-0.153208615,-0.152472659,-0.1522528,-0.152134761,-0.154658729,-0.153447993,-0.154301758,-0.154489747,-0.153866018,-0.151733567,-0.151888588,-0.154003585,-0.14921537,-0.153945095,-0.14839216,-0.153936213,-0.152647829,-0.128888901,-0.153946056,-0.117297094,-0.14534716,-0.115123287,-0.038617123,-0.129058519,-0.155992689,-0.128055117,-0.087548027,0.670240484,-0.012289279,-0.10704851,0.789521796,0.2005825,0.467130729,-0.071295365,0.84177415,0.575291247,0.025648409,0.065921648,0.173161405,0.27218598,0.056581816
Com_7983_pos,-0.075659984,-0.074953943,-0.076341375,-0.078726481,-0.076969572,-0.072253058,-0.059620386,-0.0755237,-0.073681202,-0.068454728,-0.072974378,-0.073230881,-0.069783283,-0.068705142,-0.064529175,-0.072593908,-0.077024238,-0.074883372,-0.071894122,-0.082590924,-0.061050839,-0.054038657,-0.037817368,-0.058933815,-0.049677263,1.188620785,-0.006129211,0.033769857,0.090229484,0.012822453,-0.019518036,-0.037537712,0.085171922,-0.039926918,-0.03404887,0.112348292,0.159542926,0.007355864,-0.022205776,0.227793572,-0.014512118,-0.021864721
Com_8754_neg,-0.083355988,-0.085611269,-0.082510341,-0.083096835,-0.080739316,-0.085829282,-0.083006089,-0.083017592,-0.084242289,-0.085639723,-0.085083646,-0.084038895,-0.08391958,-0.08400806,-0.083395817,-0.082617958,-0.079989737,-0.082577365,-0.054117948,-0.071925406,-0.06683279,-0.041119651,-0.003735029,-0.060855027,0.008202453,0.166503516,0.163225351,-0.003931082,0.07367859,-0.043905868,-0.013893293,-0.010449362,-0.043207654,-0.019199486,0.109932556,0.039327725,0.1363583,0.160955029,0.268085645,0.033704832,0.420012976,0.355865405
Com_5027_pos,-0.112236987,-0.112534263,-0.11028944,-0.111347384,-0.112032684,-0.112879176,-0.112911375,-0.112724539,-0.113491053,-0.112841324,-0.11290397,-0.111875442,-0.110644095,-0.112386757,-0.109677849,-0.11265858,-0.112956373,-0.112419559,-0.101899339,-0.112712048,-0.099601214,-0.10771452,-0.102911036,-0.098799828,-0.085749571,0.390637668,-0.101710967,-0.100321565,0.420642276,0.968806379,0.101552562,0.013379406,-0.041273541,0.123157283,-0.102307154,-0.081642408,-0.065810094,0.003167216,0.431056052,0.029831657,-0.048191033,0.787224672
Com_17510_pos,-0.069077179,-0.058533512,-0.069201685,-0.067020564,-0.073553488,-0.061022431,-0.062163918,-0.067260929,-0.060652311,-0.064626732,-0.062038295,-0.065064734,-0.061174182,-0.056757176,-0.058416183,-0.070672119,-0.07272998,-0.067518295,-0.062718404,-0.068206005,-0.051599019,-0.060663234,-0.076057926,-0.066783807,-0.055112403,0.3820587,-0.063679719,-0.015545582,0.185409941,0.02034201,-0.012453826,0.08126217,-0.007164795,-0.06411138,-0.037891646,0.22088372,0.208786155,0.057208999,0.441813303,0.093042352,0.02047473,0.09818938
Com_1234_neg,-0.253228596,-0.253090302,-0.251951683,-0.251502528,-0.251436425,-0.252942285,-0.248730031,-0.251462026,-0.252564259,-0.247337904,-0.251672734,-0.252840039,-0.244414345,-0.251674697,-0.245514597,-0.241426537,-0.245316628,-0.246983491,-0.240242071,-0.24852953,-0.19899122,-0.163624227,-0.08810707,0.156476854,-0.03724721,0.020944223,-0.215599283,-0.165327598,0.426362044,0.829181421,0.643737251,0.226203648,0.132424976,0.625498655,-0.22909839,0.83798874,0.755400622,0.351167387,0.969372815,0.114667868,0.10273988,-0.111310677
Com_63352_neg,-0.013864165,-0.018942797,-0.018914344,-0.016583218,-0.017719223,-0.022646679,-0.021760773,-0.017912963,-0.02118802,-0.020551728,-0.006192426,-0.014400368,-0.019150843,-0.020071798,-0.02109215,-0.020330099,-0.018664136,-0.016665738,-0.019590355,-0.021964145,-0.01858143,-0.018664005,-0.012500614,-0.008637417,0.019768123,0.070227627,-0.014504102,0.025869131,0.039165756,0.024147278,0.009600485,0.006431793,0.027764284,0.01194968,-0.001099346,0.045029523,0.043750777,0.017887549,0.03342442,0.035151289,-0.004415006,0.036440172
Com_526_neg,-0.559061588,-0.566867033,-0.564467957,-0.565683157,-0.564327287,-0.565574799,-0.562455414,-0.563940554,-0.5607225,-0.565867475,-0.544425134,-0.56355476,-0.500854152,-0.535343413,-0.431823367,-0.511104697,-0.495479519,-0.520476593,0.701010678,-0.117561615,-0.188358798,1.051597216,0.375098268,0.226184463,0.25133284,-0.562652702,1.373695302,0.12533062,-0.189871223,-0.117152501,0.675254114,0.366486818,0.312170713,0.593236052,0.37845343,0.270545405,1.012145443,-0.567769974,1.243084387,0.163656274,1.014915119,1.351199068
Com_21_neg,-1.536472289,-1.474263552,-1.779884055,-1.347359721,-1.492529578,-1.859397249,-2.223733111,-1.549855315,-1.73537703,-1.947436875,-1.820583606,-1.407810186,-1.122684612,-1.701805426,-1.857505602,-1.775233611,-1.178124755,-0.452456493,-1.630942801,-1.633863485,-1.581007403,-2.164925976,-1.672284255,-0.682658981,7.065538459,-1.615242593,-2.086611519,4.272069007,2.080721783,1.30488626,-0.272257032,6.422715148,1.86765382,-0.6993033,1.006542667,3.636452354,4.585937384,1.364270128,1.922417254,2.94506593,1.664673508,2.162666712
Com_10700_neg,-0.084448318,-0.111435064,-0.090759601,-0.104519244,-0.087894903,-0.115142984,-0.11996807,-0.101109967,-0.106088944,-0.102966646,-0.101077561,-0.095241822,-0.053513754,-0.099381387,-0.065271799,-0.10359123,-0.043212383,-0.067721436,0.117305646,-0.003300648,-0.04526832,0.148385662,0.056564589,-0.003070618,-0.003396362,0.16819861,0.237159281,-0.023276158,-0.058585638,-0.045949781,0.112485244,0.014231877,0.023344437,0.070567394,0.040432254,0.008576127,0.13339182,0.167593853,0.185982928,0.007737581,0.145659119,0.198576213
Com_2202_pos,-0.306628478,-0.313115853,-0.317015624,-0.308602707,-0.317533513,-0.299078907,-0.297959013,-0.290799253,-0.269617327,-0.304825416,-0.269117661,-0.294808413,-0.242494898,-0.112989482,-0.278113009,-0.293738966,-0.239441338,-0.218032979,-0.250642421,-0.263616408,-0.159187527,-0.257236024,-0.303871818,-0.132547803,0.054196397,-0.273554721,-0.10126754,0.103708822,-0.241231298,0.211838926,0.687343795,0.334248519,0.029083345,0.216150784,0.257083075,0.220495941,0.537520077,0.306354932,0.899639961,0.789458227,0.484241141,1.825704455
Com_73_pos,-1.714847929,-1.754349189,-1.616077492,-1.765091464,-1.735706364,-1.684246835,-1.79769839,-1.569275398,-1.72478295,-1.69786171,-1.744241011,-1.617318861,-1.363893854,-1.679445669,-1.729576975,-1.402078123,-0.912546651,-1.548413655,-1.371956735,0.040758351,-1.363812859,-1.263194038,3.452926406,-1.398262971,0.695292288,-1.438141284,-1.057273825,0.776337793,-1.087042832,4.621951408,5.800863624,1.878798442,7.696482097,1.204670616,5.000705789,0.157479907,1.360874861,4.068122707,1.284097531,0.260727463,0.16406367,-0.427015887
Com_3119_pos,-0.310432485,-0.312367383,-0.312143702,-0.313413364,-0.313628084,-0.312224311,-0.304747045,-0.309313983,-0.30681655,-0.310053874,-0.308013231,-0.314618173,-0.301547373,-0.301437407,-0.292008912,-0.308844656,-0.302593053,-0.298657607,0.007669776,-0.265608309,-0.171691882,-0.102228129,0.463571295,0.028772005,-0.246378013,1.228637741,1.375091742,-0.276960661,0.848741012,0.677490703,0.504255626,-0.12079806,-0.249664529,0.357469559,-0.184382127,0.237637443,0.451875538,-0.020392818,0.705961312,0.257959934,0.060468741,-0.034636706
Com_5892_pos,-0.073608055,-0.081667034,-0.077122462,-0.080298178,-0.090737093,-0.086979674,-0.072296052,-0.071937164,-0.080643049,-0.084527223,-0.078484554,-0.077035748,-0.08372252,-0.07368967,-0.074199451,-0.086011683,-0.083941838,-0.085870192,-0.079773721,-0.08794195,-0.075723529,-0.06637924,-0.046250862,-0.070954111,-0.069340727,1.433359982,-0.024044976,-0.014380487,0.178013413,0.046039765,0.025777313,-0.017041592,0.000313725,-0.018879389,-0.058553732,0.201080954,0.231641384,0.003492538,-0.067295631,0.0465954,-0.035358437,0.008375552
Com_32983_pos,-0.071718566,-0.072915989,-0.061775564,-0.068780941,-0.071020937,-0.056167451,-0.061606258,-0.044425132,-0.055484304,-0.068345787,-0.074253012,-0.022180956,-0.057334199,-0.050646978,-0.055696542,-0.026535363,-0.031708923,-0.043923242,-0.076876983,-0.050265082,-0.013055334,-0.069227994,-0.04274702,-0.060199505,0.041268347,0.10864685,0.015352192,0.097532015,0.036637084,0.040792423,0.017910403,0.046220092,0.122452869,0.012022786,0.053023241,0.017525394,0.127880892,0.014379726,0.117367857,0.058233193,0.161997052,0.217649647
Com_5255_neg,-0.070911619,-0.017768975,0.033607879,-0.031422916,-0.026564058,-0.055913333,0.025484891,0.109362594,0.001764427,0.249127307,0.146224175,0.218603908,0.3023923,0.1867854,0.175776711,-0.122503342,0.447932898,0.523420082,0.075319747,-0.045109523,-0.103006672,-0.000657684,0.717293468,0.170647869,-0.155283244,-0.107330619,-0.063045739,-0.156738171,-0.201241218,-0.210008451,-0.158413908,-0.230315325,-0.208423403,-0.123057546,-0.117033587,-0.156507515,-0.149305608,-0.10850114,-0.168511239,-0.205298012,-0.169910475,-0.220960333
Com_15614_pos,-0.099025974,-0.100637742,-0.100027191,-0.100087859,-0.10057271,-0.100079854,-0.064863729,-0.100098923,-0.098218505,-0.099531956,-0.098946014,-0.099182426,-0.065698611,-0.086493317,-0.067291644,-0.073735052,-0.098501101,-0.098832905,-0.092981021,-0.043687293,0.320339472,-0.070649145,-0.095632665,-0.087045026,0.088882445,-0.091227381,-0.082873693,0.089578874,0.202592461,-0.04112317,-0.038517068,0.264594044,0.271305392,-0.090362318,-0.009263304,0.063763709,0.238952158,0.060370154,0.383646602,0.020846176,0.471756847,-0.081440738
Com_65_pos,-1.863645576,-1.860236729,-1.86288433,-1.862964182,-1.864781494,-1.857026996,-1.852672112,-1.854371179,-1.853117181,-1.855748101,-1.872904097,-1.855092876,-1.36809352,-1.798785286,-1.797758036,-1.806222677,-1.84006362,-1.772647881,-1.421392797,-0.789197746,-0.845101222,-1.191881494,-1.120409965,1.54474847,3.380154329,0.12502044,-0.816266852,0.192614056,7.339193207,2.771475706,1.413452877,1.303465912,2.674213048,3.266639633,-1.106741156,3.228170292,2.070971246,0.198297906,1.086237614,7.71496374,0.571861812,1.108526816
Bac_Tissierella,174,0,0,0,134,116,283,0,384,0,214,118,832,733,0,0,2647,1420,3760,156709,137819,734,3518,114254,8226,15665,7739,228242,1419155,1205870,26926477,77661677,63854836,4543940,481475,54854082,42422926,314591842,74096216,85051897,38745713,365953715
Bac_Romboutsia,0,0,0,407,0,0,0,38607,0,0,285,612,0,0,0,5978,0,0,0,568680163,0,0,16353,0,0,206037,0,5865,0,0,25197,0,6506,0,3155,5643,35619,147295,8330,16519,249027,128477
Bac_Morganella,946,0,0,0,384,0,0,0,0,918,11132,9457,15345,0,0,0,64240,13084,0,75699,16619,7789,4524453,21111007,37588292,2730,15291,194710,80884223,32237514,4255890,31054151,43985078,87454420,354625,19550122,23231823,32494604,45345049,36886659,31932085,35518565
Bac_Proteus,371,0,0,735,245,0,503,516,0,12285,33581,4833,958259,2551,66856,562,63794,4318,7010,208091,7488,19028560,12940704,11510151,3515434,34091028,4007439,22775584,82143850,4466055,4138691,95568263,8191988,30035507,25473071,15363316,33523508,27313394,19479518,14325029,11815871,29538658
Bac_Clostridium,71,137,0,233,514,236,0,12157,3087,0,58,216,0,0,50986,1378,289,5129,611,208001,37884745,497,4734,134,0,6168882,16878821,36850,74721,14671025,7081425,121876285,46177,610068,27846,12952,718900,75383513,76496968,4871619,9033346,86039976
Bac_Pseudomonas,2821,2863,0,2215,7877,8470,1598,5341,4286,5340,1677,3290,3335635,14507,365777,11851,29489,27675,8196623,40063764,16515149,363926,653700,349539,7731,1018013,49837,1256298,152768,27751,0,19106,11781,157647,179113,85617,3628,160219,45071,42840,218514,196905
Bac_Sporosarcina,0,0,0,608,321,0,670,719,808,0,0,169,0,295,0,0,3676,720,1519,8105899,9537569,4651,24174,340611,117980,3050752,93496,298126,1781274,1260411,63065,392301,258932,1254376,199115,2991414,20793,2248166,657021,222708,588517,2543605
Bac_Paeniclostridium,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,17582,0,0,0,0,0,0,0,0,0,0,0,27427607,981287,1401978,0,0,3564,0,0,0,0,0,0,0
Bac_Stenotrophomonas,3699,2727,0,5189,44693,13187,0,3721,2143,8408,3030,329,18679,4242,3038,1463,0,3268,1768600,4382556,11112297,53543,207989,166495,30326,646936,74748,716071,0,147227,0,0,40249,632488,209293,0,9854,438895,191565,0,690473,444688
Bac_Mammaliicoccus,0,0,0,637,0,1117,4679,2781,9931,1130,1371,3639,12191,0,19999,3474,1456,3001,297277,1182003,1551647,18529,332678,483136,31992,654039,212895,560967,1219718,541034,195248,964031,192162,238767,123675,563383,11047,3799875,402130,213782,177905,4295083
Bac_Achromobacter,707,781,3350,4057,10583,4381,517,2044,534,3333,1407,0,4561,0,1878,714,0,2519,211796,2014724,3056649,4890,92815,8775,20817,73834,0,6999196,85705,182531,0,0,27181,300825,456711,150635,12782,118237,431152,26560,3841375,115361
Bac_Vagococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,391,0,0,0,0,0,0,0,1568084,24714,345643,75914,6211840,6263,0,153764,2794822,2591098,21329,0,3229275
Bac_Jeotgalicoccus,146,0,0,0,112,971,3775,1145,11405,1836,834,2705,2590,1669,1063,2059,2858,837,48011,890491,796081,4798,451152,756237,20559,496334,49162,573269,833947,417994,45499,448181,109026,804368,115016,223269,69312,2575694,500586,323687,440050,3002748
Bac_Enterococcus,0,0,2741,866,385,458,0,983,4895,0,563,1441,1030,0,15716,1546,0,0,0,91970,0,789,9000,14782,395284,2686775,36395,24305,130541,17613,334389,783908,113857,152798,456695,133200,584744,1865720,1059331,763216,1270997,2325578
Bac_Lysinibacillus,0,0,0,0,0,0,0,421,1600,0,0,335,5048,0,7676,0,783,2946,28040,5710383,5822819,3546,125288,673544,6489,15294,4004,194696,257459,120420,0,0,0,23857,19964,15959,0,0,0,0,19111,0
Bac_Escherichia-Shigella,0,309,29093,2541,1149,3085,1126,10992,21708,443,1669,2285,4618,1257,16896,9711,0,2861,3242,0,15247,865,10833,118295,0,6469344,54489,47827,185039,3944823,6163,98210,1318646,12158,70674,73649,15584,153835,0,0,5136,137260
Bac_Corynebacterium,159,1002,0,291,184,106,4546,2152,17417,1548,392,1887,0,0,0,3173,0,1377,3213,286381,203006,1958,218636,95030,27482,52195,16815,201756,166686,558725,7898,1371949,191789,1269002,136565,66699,49608,1767150,744902,419617,726575,1762266
Bac_Psychrobacter,0,0,0,175,0,0,0,240,282,1008,196,0,2013,0,0,3250,1481,997,4140,0,391749,2356,91561,619140,0,2156,0,53869,726687,223183,19762,160994,536646,774059,45224,110377,61467,1007497,195721,45372,943466,1128840
Bac_Psychrobacillus,0,0,0,0,0,0,1126,683,2190,1530,258,1941,7846,2758,5116,1208,545,739,1376924,1848897,739519,11402,122530,50380,4345,1095441,134588,17711,69231,48317,4778,37970,0,34542,21050,0,0,14955,0,12464,6302,24169
Bac_Paenalcaligenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,978,11403,228665,0,0,0,0,55755,592175,104827,251955,38035,388513,2240,566202,27786,167836,1684656,10711,331801,84870
Bac_Flavobacterium,143,0,0,156,385,95,0,107,692,347,0,532,1074,0,0,0,0,342,3082,3913912,124984,0,0,584,0,0,1364,4044,0,0,0,0,3385,17465,1856,0,0,156091,6417,16067,75820,145742
Bac_Glutamicibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,0,0,0,0,1958935,0,0,0,0,0,0,0,0,0,0,0,1427665,0,118087,40363,0,0,0,0,0,0,0
Bac_Bacteroides,316,611,0,0,292,0,0,142,0,0,0,214,0,193,0,0,0,303,0,0,0,0,0,0,0,3287145,6825,0,0,0,4686,0,0,1413,1007,2645,1652,12221,22393,0,1815,7583
Bac_Savagea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54402,0,10598,0,0,0,3273182,0,0,0
Bac_Sphingobacterium,64,0,0,0,0,0,328,96,0,124,262,43,0,0,0,963,0,184,246,2156398,63449,1078,1784,0,1325,0,1223,0,0,0,0,627101,0,31278,644,0,0,0,119907,6738,244735,0
Bac_Muribaculaceae_genus,0,0,0,0,0,0,0,7731,1018,0,73,841,0,0,0,2437,0,0,0,0,0,0,0,0,0,2412851,4501,0,0,0,5418,0,0,17269,3502,27764,0,10276,0,10503,12410,7055
Bac_Lachnospiraceae_genus,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,0,0,17017,0,2078926,0,0,0
Bac_Microbacterium,0,1047,0,395,0,0,0,677,1431,0,0,0,7502,0,831,479,927,0,30655,639640,559643,1009,38467,7843,3734,100976,31178,133088,0,5618,1114,0,38185,76844,16195,3688,25207,140644,31797,3360,73519,65572
Bac_Lactobacillus,0,0,0,285,150,260,0,17934,0,126,0,264,0,0,0,2760,0,1060,0,0,0,0,0,0,0,297592,0,8101,0,60262,99873,0,13750,15901,21581,30487,51007,592791,17235,72926,149607,511751
Bac_Paenarthrobacter,0,1365,0,0,0,0,1721,0,933,0,0,3024,7769,3240,4456,0,2356,2033,46526,817102,571673,9499,56065,11191,0,32708,22577,16289,0,60800,0,0,36832,102495,6809,0,0,0,88656,0,0,0
Bac_Rhodococcus,0,0,0,119,567,109,0,552,144,318,335,332,1918,0,1739,579,0,1648,11142,440856,203814,2583,102516,42845,2086,31038,24651,18929,14101,91399,7082,148884,23206,292741,32022,34502,15494,31754,88354,30173,124667,33024
Bac_Loigolactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720749,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Ruminococcus,0,0,0,0,0,0,0,1480,0,0,0,0,0,0,405,1822,0,0,7855,0,8143,23472,8795,7751,18815,813055,0,44408,135881,199113,18665,62922,94854,19846,13169,55607,0,0,127455,0,0,13928
Bac_Verticiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395523,241384,607365,0,117517,0,0,17432,122872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pseudochrobactrum,0,0,0,254,0,388,0,784,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,32494,0,0,0,0,24615,0,0,0,0,0,21423,1375045,0
Bac_Advenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491146,18340,0,10796,0,30864,0,8824,24107,33094,0,0,0,0,65538,0,0,0,0,106315,20586,480811,0
Bac_Staphylococcus,0,0,0,1371,530,0,3886,1079,2975,3036,0,465,16840,0,60611,2268,0,0,0,379109,0,0,63552,69870,8668,37744,0,0,0,0,0,317544,0,0,5821,173577,0,0,126666,0,0,0
Bac_Brucella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563122,48540,0,0,0,5284,0,0,197368,0,0,0,0,0,0,0,0,0,26954,127035,0,235406,0
Bac_Paenibacillus,0,0,0,200,307,208,0,175,236,0,0,158,771,0,177,206,0,160,13249,478540,433363,327,30056,1571,0,88279,12544,40449,0,6816,0,20630,0,9978,1590,43971,0,0,0,0,979,0
Bac_Litchfieldia,0,175,0,511,431,327,0,14844,370,0,0,237,0,0,0,928,0,0,0,0,0,0,0,0,0,201768,12954,0,5923,166739,22681,8122,0,3672,3402,0,24508,261004,18550,59182,39564,213197
Bac_Ensifer,0,0,0,0,0,0,0,0,0,447,0,0,0,0,993,407,0,0,0,21510,405705,0,20419,0,0,144974,14704,56670,0,67143,0,25155,0,84692,5881,0,8826,40080,0,7540,14450,102879
Bac_Pseudaminobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,3574,0,0,112597,11882,0,0,8104,4741,0,0,96978,8998,0,0,169893,293161,0,57191,107358
Bac_Prevotellaceae_NK3B31_group,0,0,0,0,0,0,0,0,0,0,122,151,0,0,0,132,0,0,0,0,0,0,0,0,0,799960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Solibacillus,0,0,0,0,0,0,0,522,1816,1550,0,589,1916,0,714,385,0,0,1783,483136,111154,998,17064,13839,0,37807,0,0,64958,22874,0,0,0,0,1680,31266,0,0,0,0,0,0
Bac_Oscillospiraceae_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,619634,0,0,7794,18362,0,0,0,0,0,0,0,0,108246,0,0,0
Bac_Acinetobacter,0,221,0,125,749,76,0,600,0,111,329,39,0,0,114,4858,467,0,494,535419,4000,482,3426,0,0,0,0,0,0,0,0,0,0,28091,0,0,0,0,5142,0,0,0
Bac_Vicinamibacteraceae_genus,2050,11966,7590,6736,1326,5958,1783,2351,20798,10367,3367,11494,21735,0,3934,924,0,0,8691,158459,15680,0,15907,8336,0,0,0,19737,0,0,0,0,27192,83105,2337,55194,0,52241,0,17792,0,0
Bac_[Eubacterium]_siraeum_group,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,558225,2893,0,0,0,2816,0,0,0,1850,0,0,0,0,0,0,0
Bac_Mucispirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,0,524021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pediococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82058,0,0,0,17258,0,0,28450,184020,0,0,0,158469
Bac_Peribacillus,0,437,0,0,0,0,0,4235,8359,6405,1814,9869,12715,1762,4112,320,0,1171,3295,278252,15088,3330,58216,4296,0,13085,18273,0,0,0,0,19237,0,0,0,0,0,0,0,0,0,0
Bac_Ligilactobacillus,0,338,0,409,755,700,0,3724,431,1019,287,95,0,0,0,0,0,872,0,0,0,0,0,0,0,71912,13884,7757,0,99427,40080,0,0,0,6746,13760,0,16237,20562,11947,90199,62595
Bac_Pyrinomonadaceae_genus,1015,10462,0,4941,1043,1129,0,2283,8641,4597,554,10750,11164,5690,0,0,0,0,0,0,47835,0,6124,8093,13758,0,0,0,0,13978,0,52362,36516,21808,13046,49372,38669,65374,0,0,19417,0
Bac_Acutalibacter,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,308,0,0,0,0,0,1141,4125,0,2962,156552,0,0,106115,8555,0,53933,36341,18872,0,16951,0,0,10438,0,0,0
Bac_Clostridioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19872,0,0,5528,0,0,0,2989,0,12770,0,0,6506,66462,0,80868,0,0,86117,108854,12541,0
